股票代码,股票简称,现价(元),涨跌幅(%),加权净资产收益率(%)：2019.12.31,加权净资产收益率(%)：2018.12.31,加权净资产收益率(%)：2017.12.31,加权净资产收益率(%)：2016.12.31,加权净资产收益率(%)：2015.12.31,净利润现金含量占比(%)：2019.12.31,净利润现金含量占比(%)：2018.12.31,净利润现金含量占比(%)：2017.12.31,净利润现金含量占比(%)：2016.12.31,净利润现金含量占比(%)：2015.12.31,销售毛利率(%)：2019.12.31,销售毛利率(%)：2018.12.31,销售毛利率(%)：2017.12.31,销售毛利率(%)：2016.12.31,销售毛利率(%)：2015.12.31,上市天数(天)2020.07.06,市盈率(TTM)：2019.12.31,市盈率(TTM)：2018.12.28,市盈率(TTM)：2017.12.29,市盈率(TTM)：2016.12.30,市盈率(TTM)：2015.12.31,股息率(近12个月)(%)：2019.12.31,股息率(近12个月)(%)：2018.12.28,股息率(近12个月)(%)：2017.12.29,股息率(近12个月)(%)：2016.12.30,股息率(近12个月)(%)：2015.12.31
603801,志邦家居,27.97,3,0.72,5,17.59,7,15.42,9,20.01,11,30.49,13,28.25,15,104.54,17,135.52,19,169.10,21,167.31,23,121.48,25,38.53,27,35.96,29,34.90,31,36.80,33,37.74,35,1,103,37,15.79,39,13.58,41,38.67,43,--,45,--,47,2.62,49,2.50,51,--,53,--,55,--,57,,59
603039,泛微网络,78.38,3,4.51,5,17.39,7,17.42,9,16.44,11,24.86,13,24.64,15,170.37,17,174.47,19,180.02,21,188.32,23,201.75,25,96.26,27,95.80,29,95.41,31,95.93,33,96.43,35,1,271,37,63.48,39,76.11,41,57.62,43,--,45,--,47,0.17,49,0.14,51,0.23,53,--,55,--,57,,59
603886,元祖股份,17.16,3,0.59,5,17.17,7,19.78,9,18.19,11,26.80,13,28.48,15,137.71,17,143.92,19,159.57,21,228.52,23,253.74,25,63.56,27,64.81,29,66.33,31,63.74,33,62.65,35,1,287,37,17.15,39,16.55,41,27.87,43,29.97,45,--,47,3.73,49,2.63,51,1.14,53,--,55,--,57,,59
002818,富森美,13.13,3,-0.61,5,16.92,7,16.76,9,16.25,11,20.42,13,21.80,15,101.56,17,122.64,19,150.47,21,150.84,23,157.83,25,66.75,27,70.08,29,68.96,31,69.37,33,69.82,35,1,336,37,11.95,39,13.06,41,21.16,43,46.61,45,--,47,3.91,49,5.26,51,1.65,53,--,55,--,57,,59
300446,乐凯新材,9.94,3,0.81,5,16.57,7,17.54,9,19.77,11,23.54,13,28.49,15,81.73,17,106.26,19,112.57,21,110.73,23,109.74,25,60.10,27,59.73,29,61.96,31,63.33,33,63.98,35,1,902,37,29.24,39,17.76,41,27.24,43,45.06,45,71.69,47,1.15,49,2.61,51,1.35,53,0.81,55,0.00,57,,59
002117,东港股份,12.48,3,1.80,5,16.55,7,16.60,9,15.95,11,15.11,13,16.19,15,158.65,17,122.95,19,140.27,21,87.81,23,137.30,25,41.24,27,38.95,29,39.67,31,40.36,33,39.92,35,4,876,37,25.47,39,19.68,41,29.91,43,50.03,45,77.43,47,3.75,49,2.83,51,1.54,53,1.00,55,0.65,57,,59
002815,崇达技术,21.06,3,1.01,5,16.53,7,20.99,9,20.26,11,27.48,13,32.12,15,149.69,17,167.29,19,161.68,21,120.72,23,151.10,25,30.62,27,32.94,29,32.61,31,36.81,33,36.62,35,1,364,37,29.06,39,22.01,41,31.30,43,53.99,45,--,47,1.85,49,1.82,51,1.43,53,--,55,--,57,,59
300616,尚品宅配,64.73,3,0.31,5,16.14,7,17.08,9,18.00,11,35.20,13,25.79,15,117.13,17,136.31,19,231.27,21,280.95,23,326.22,25,41.57,27,43.68,29,45.11,31,46.19,33,44.96,35,1,218,37,28.02,39,25.85,41,50.87,43,--,45,--,47,0.81,49,0.91,51,--,53,--,55,--,57,,59
600885,宏发股份,40.04,3,3.20,5,15.21,7,16.82,9,17.91,11,18.13,13,16.64,15,238.75,17,118.41,19,103.49,21,85.55,23,160.53,25,37.13,27,36.84,29,39.85,31,39.52,33,38.70,35,8,919,37,36.44,39,24.35,41,32.04,43,30.94,45,33.67,47,0.84,49,1.27,51,0.60,53,0.63,55,1.00,57,,59
603898,好莱客,15.19,3,-0.39,5,15.06,7,17.38,9,22.45,11,24.10,13,20.17,15,110.46,17,123.53,19,115.91,21,144.70,23,132.02,25,40.06,27,39.56,29,38.34,31,39.98,33,38.17,35,1,967,37,13.88,39,11.38,41,29.51,43,46.06,45,61.50,47,2.27,49,2.13,51,0.80,53,0.51,55,0.25,57,,59
